age,gender,marital_status,race,annual_income,credit_score,loan_amount,loan_duration,loan_type,interest_rate,loan_approved,loan_defaulted
25,Male,Single,Other,40700,674,24937,19,Home Loan,9.480951863066348,1,0
65,Female,Single,Black,59464,836,17632,18,Personal Loan,11.99537141265328,0,0
62,Male,Single,Asian,62351,810,35607,5,Home Loan,11.730756425186408,0,0
18,Male,Single,White,113330,549,31337,19,Education Loan,10.558468802198147,0,0
39,Male,Married,Asian,114319,809,5220,26,Education Loan,7.317472960583155,1,0
69,Male,Married,Asian,102534,372,9818,23,Education Loan,7.8697451064032595,0,0
34,Male,Single,Asian,33869,581,12349,27,Personal Loan,14.645262586609169,1,0
24,Female,Single,Asian,80315,659,10618,22,Home Loan,4.3486311874983095,0,0
42,Female,Single,Black,113688,309,32464,16,Personal Loan,6.222059007034024,1,0
62,Male,Single,Hispanic,40954,510,47624,1,Home Loan,8.908821110452028,1,0
21,Male,Married,Other,51555,451,42344,12,Car Loan,13.04075623372543,1,0
53,Male,Single,Asian,83353,304,23255,24,Car Loan,4.964107964756734,1,1
23,Male,Single,Asian,102190,494,29299,2,Personal Loan,6.323455417495318,1,0
48,Female,Single,Asian,65026,582,6462,21,Education Loan,3.7895786135428677,1,0
36,Male,Single,Hispanic,66976,763,20905,25,Personal Loan,11.471823192609822,1,0
61,Female,Married,White,100578,412,29920,8,Education Loan,5.8585132257073935,0,1
56,Female,Single,White,111502,570,21252,18,Home Loan,7.664097008051406,0,0
44,Male,Single,Black,65095,462,46004,25,Education Loan,8.324417364356014,0,0
27,Female,Married,White,34270,759,45581,16,Education Loan,13.695767227277468,1,0
43,Female,Married,Asian,50908,404,39836,5,Home Loan,7.935963483974842,1,0
36,Female,Married,Asian,35523,581,10753,26,Car Loan,4.742700238982989,1,0
56,Female,Single,Asian,82433,461,45005,22,Home Loan,9.291779260081451,1,0
20,Male,Single,Black,67068,650,19175,13,Personal Loan,14.555495935783556,0,0
62,Male,Married,Asian,39991,733,11191,19,Personal Loan,10.292227692609732,1,0
30,Female,Married,White,30775,439,22898,29,Personal Loan,14.800646645526871,1,0
67,Male,Married,Hispanic,97801,770,23982,3,Personal Loan,13.093287707266441,0,1
45,Male,Married,Hispanic,104995,431,19622,26,Personal Loan,3.4315890745609536,1,0
37,Male,Married,Other,81250,386,6001,8,Car Loan,10.900795144524501,0,0
45,Male,Married,White,36673,482,48000,27,Car Loan,6.4412025306946035,1,0
25,Male,Single,Asian,47056,667,28283,26,Education Loan,9.715402267736685,0,0
58,Female,Single,Hispanic,26614,428,26435,26,Personal Loan,6.352142291174719,1,0
56,Male,Single,White,27415,545,32223,12,Home Loan,7.186444999263484,1,1
18,Male,Married,Hispanic,108691,677,42244,2,Personal Loan,14.078024541050151,0,1
20,Male,Married,Asian,63884,448,35024,11,Car Loan,5.479718218700464,0,0
30,Male,Married,Hispanic,36964,732,35734,12,Personal Loan,13.489309416309965,0,0
45,Female,Married,Other,57726,768,5515,28,Car Loan,3.3654936968459617,1,0
66,Female,Married,Other,57044,745,6191,18,Education Loan,4.0905184604357805,1,0
42,Female,Married,Hispanic,77149,780,37264,13,Education Loan,13.256100496611163,0,0
50,Female,Single,White,57544,593,48628,5,Education Loan,10.566672370910343,0,0
55,Male,Single,White,69976,442,11297,22,Car Loan,11.966833656474602,1,0
23,Female,Married,White,52252,549,32856,12,Personal Loan,5.513012049862251,1,0
61,Male,Single,Hispanic,23832,601,13334,2,Personal Loan,9.445001467081243,1,0
62,Male,Married,White,110811,324,29162,5,Home Loan,11.846630682855658,0,0
49,Male,Single,Asian,100437,369,11008,7,Car Loan,10.52776964412315,1,0
62,Male,Married,Other,54148,411,12987,26,Home Loan,8.660385202694513,1,0
64,Male,Married,Asian,81240,663,35966,26,Education Loan,14.517405437252577,1,0
38,Female,Single,White,108454,602,8332,24,Personal Loan,11.113888001441344,1,0
33,Female,Single,Asian,105076,770,5787,12,Car Loan,13.893009602894855,1,0
38,Female,Married,White,97116,390,43990,16,Home Loan,11.757246138884174,1,0
28,Female,Married,Hispanic,73459,829,14873,23,Home Loan,11.825562343172198,0,0
54,Male,Single,Asian,58402,491,22006,8,Home Loan,3.960219237092152,1,0
53,Female,Single,Hispanic,77727,541,25225,28,Personal Loan,7.313575462247323,0,0
52,Male,Married,Hispanic,58578,437,41444,9,Personal Loan,13.300432880635901,0,1
36,Female,Single,Black,110453,644,40340,15,Personal Loan,5.791246345785071,0,0
37,Male,Married,White,42318,479,44683,5,Car Loan,4.386070393877594,1,0
35,Male,Married,Other,95715,802,10033,13,Personal Loan,6.913272679665521,0,0
64,Female,Married,White,97787,502,12788,5,Car Loan,5.645254618711368,0,0
58,Male,Married,Other,105029,491,20689,11,Home Loan,14.103458337517862,0,0
66,Male,Single,White,40466,304,49220,10,Home Loan,13.415599704025574,0,0
31,Female,Single,Hispanic,115742,536,26598,20,Education Loan,8.996198763394851,0,0
32,Male,Single,Asian,65475,610,42480,13,Personal Loan,3.7361264938064163,1,1
48,Female,Single,Asian,80142,848,34703,9,Home Loan,11.574748153117875,1,0
18,Female,Single,Black,105160,355,5066,21,Personal Loan,10.480940776035176,0,0
20,Female,Single,Other,46564,742,12533,14,Car Loan,14.646656048741951,1,0
33,Male,Single,Other,42412,536,20103,18,Home Loan,9.707438883244524,1,0
40,Male,Married,Other,113526,496,9616,15,Personal Loan,7.036724680834913,0,0
28,Male,Single,Hispanic,71001,813,43498,10,Home Loan,9.228260322942669,1,0
29,Female,Single,Other,77649,748,48492,24,Home Loan,14.751159496854196,1,0
27,Male,Married,Asian,80957,659,16772,7,Personal Loan,11.356349190396367,0,0
49,Female,Single,Hispanic,55517,329,28849,8,Home Loan,11.063713655124614,0,0
33,Female,Single,White,33156,407,17940,28,Home Loan,5.888179076710625,1,0
25,Male,Married,Other,43064,744,21932,3,Home Loan,11.923230210727413,1,0
55,Female,Single,Other,45711,737,34769,15,Home Loan,12.00326195366126,0,1
29,Male,Single,White,50106,756,29648,16,Car Loan,6.807467805310864,1,1
41,Male,Single,Other,85458,794,37966,4,Home Loan,8.804565988688559,1,0
45,Male,Married,White,36589,546,32777,21,Education Loan,6.5352399952854725,1,0
25,Male,Single,Hispanic,109272,842,37567,6,Home Loan,6.10446084389144,1,0
45,Male,Single,Asian,106511,738,22174,1,Personal Loan,3.3107528429938218,0,1
53,Female,Married,White,27214,577,47598,4,Education Loan,6.422540935839985,1,0
43,Female,Single,Black,116117,410,18798,11,Car Loan,9.647639398539297,1,0
25,Female,Married,White,105731,684,22558,12,Education Loan,3.019214250588346,0,0
67,Male,Married,Other,47127,490,49237,26,Education Loan,6.398629005716009,1,0
45,Male,Single,Hispanic,25141,789,5178,29,Education Loan,13.576923987879,1,0
45,Male,Married,Hispanic,48884,725,25470,5,Personal Loan,10.12378302128833,0,0
54,Female,Married,White,110421,704,22118,23,Personal Loan,10.294353888971767,1,1
58,Male,Single,Asian,22708,634,27616,29,Personal Loan,7.840371660316238,0,0
53,Female,Married,Black,38375,508,5798,21,Car Loan,11.117665721908931,0,0
44,Female,Married,Hispanic,35088,321,12601,16,Personal Loan,5.27919319476431,0,0
34,Male,Single,Other,77615,507,30363,13,Personal Loan,12.824961724610299,0,0
26,Male,Single,Other,65046,307,7795,13,Education Loan,4.400269439230797,1,0
50,Female,Single,Asian,30014,828,36926,17,Personal Loan,10.87201625583731,0,0
37,Male,Married,Hispanic,84425,465,42356,27,Home Loan,7.093791909836197,1,0
30,Female,Single,White,23273,795,12297,7,Personal Loan,11.97015564698972,0,1
45,Male,Married,Other,67135,728,8084,8,Car Loan,9.59717461519224,1,0
65,Male,Married,Asian,50881,462,35329,13,Car Loan,8.428236461744595,1,0
46,Female,Married,Hispanic,117022,665,16110,23,Home Loan,5.0330688251189635,1,0
30,Male,Married,Hispanic,98077,825,5731,27,Car Loan,10.641857571412235,0,0
63,Female,Married,Hispanic,28712,538,6129,16,Car Loan,14.697238121044958,0,1
52,Male,Married,Hispanic,94704,371,33022,29,Education Loan,12.90724109888418,0,0
23,Female,Married,Hispanic,72874,744,6605,4,Home Loan,3.7200983110681416,1,0
35,Female,Single,Other,89087,808,16970,8,Education Loan,7.5147525403342925,0,0
68,Male,Single,Asian,32297,568,48705,16,Education Loan,14.106996110283262,1,0
22,Female,Married,Hispanic,47128,714,49130,21,Personal Loan,9.036524970684257,1,0
64,Male,Married,Black,88368,544,34265,10,Home Loan,10.94534190969815,0,0
42,Male,Single,Black,114019,359,37330,25,Personal Loan,13.951192147096686,1,0
19,Male,Married,Asian,107599,305,7933,12,Personal Loan,13.485536285038568,1,0
27,Female,Single,White,108499,706,20187,12,Education Loan,9.021844506486131,1,0
47,Female,Single,White,98958,516,30791,26,Car Loan,8.251755631891225,0,0
67,Male,Single,White,52920,325,29900,5,Home Loan,7.076311421755046,0,0
62,Male,Married,Black,31156,304,10074,16,Car Loan,11.628233317954694,0,0
22,Female,Married,White,31108,831,31426,1,Education Loan,6.443841593658519,1,0
50,Male,Single,Other,51845,689,44867,28,Education Loan,5.998651277170802,1,0
18,Male,Single,Hispanic,22800,747,5893,9,Education Loan,7.274998735245362,0,0
35,Female,Single,Black,62712,445,39158,12,Education Loan,5.126580682545504,1,0
49,Male,Single,Asian,22610,687,24773,5,Education Loan,11.341437791349207,0,0
64,Female,Single,Asian,97603,548,9239,22,Education Loan,10.394887791967347,1,0
66,Male,Married,Hispanic,53872,825,25863,20,Car Loan,8.794542409390123,1,0
28,Female,Single,Black,30728,761,8432,22,Personal Loan,7.683909351138656,1,0
38,Male,Married,White,115102,312,40139,28,Car Loan,13.908750514760778,1,1
43,Male,Single,White,115319,683,6515,24,Home Loan,3.3494854198692634,0,0
42,Female,Married,Other,40583,698,36670,3,Car Loan,12.22929292208759,0,0
39,Male,Married,Other,105774,318,44094,5,Education Loan,13.822914860986664,1,0
44,Female,Married,White,27263,790,19605,2,Car Loan,8.356254953159112,0,0
66,Male,Married,Asian,87450,718,10586,14,Personal Loan,9.608285897647761,0,0
30,Female,Married,Asian,109285,636,40685,2,Home Loan,14.333564254584456,1,0
50,Female,Married,Other,39456,718,36186,13,Car Loan,5.547330183426173,0,0
51,Female,Single,Hispanic,111118,421,31928,7,Personal Loan,9.241618173416219,1,0
58,Female,Married,White,85942,731,37728,10,Car Loan,8.696653525538554,1,0
52,Male,Single,Other,33689,343,22551,13,Home Loan,6.1007117744444415,1,0
18,Male,Married,Other,52934,616,26493,16,Car Loan,12.823118764477295,1,0
38,Female,Married,White,53276,680,25711,26,Education Loan,13.79520713715883,1,0
65,Female,Single,White,39873,444,25039,14,Car Loan,12.383190957458506,1,0
23,Female,Married,Asian,33050,626,41561,11,Personal Loan,5.3443075301833005,1,0
45,Male,Single,Hispanic,86216,662,14947,10,Car Loan,4.040983626016579,0,0
34,Male,Single,Hispanic,104444,349,37335,6,Personal Loan,10.265333823664108,1,0
22,Male,Single,White,104040,364,20859,4,Home Loan,3.685137126118607,1,0
48,Male,Single,Black,41644,654,28122,21,Car Loan,11.07391066269701,0,1
22,Female,Married,Other,82021,463,6577,1,Home Loan,9.365090643926912,0,0
55,Female,Married,Other,57125,440,47256,7,Home Loan,10.953428792923964,1,1
20,Female,Single,White,86899,427,33350,24,Car Loan,10.082049283796929,0,0
40,Male,Married,Black,62291,697,46932,9,Personal Loan,8.072430834326074,1,0
54,Male,Married,Asian,55060,762,38798,8,Home Loan,5.410526161682739,1,0
54,Male,Single,White,21538,486,36898,5,Home Loan,6.668425629725863,0,0
27,Female,Married,White,56176,489,20881,19,Car Loan,9.294006890627717,1,0
27,Female,Single,Other,61520,687,15785,10,Car Loan,10.82241712377127,0,0
36,Male,Single,White,45675,728,11691,11,Car Loan,12.353796202614342,1,1
34,Female,Married,White,38287,583,22297,25,Car Loan,12.20604862138873,0,0
38,Male,Married,White,20174,536,11358,15,Car Loan,14.672264919133024,1,0
31,Male,Married,Other,112268,493,24581,6,Education Loan,6.430097383960913,0,0
26,Female,Single,Asian,54998,586,6462,15,Car Loan,3.8533284985612415,0,0
63,Male,Single,Asian,73312,435,20511,5,Personal Loan,7.147883226502311,0,0
18,Female,Married,White,32112,470,15570,29,Home Loan,11.91953370268892,0,0
68,Male,Married,Other,95225,458,49414,19,Personal Loan,8.257339812399543,1,0
62,Female,Married,Asian,64814,500,20474,22,Personal Loan,12.813461167073033,0,0
30,Female,Married,Asian,105091,786,12037,19,Education Loan,9.59191638223218,1,0
21,Female,Single,Asian,70719,803,33129,10,Car Loan,14.157500671566037,1,0
18,Male,Married,Other,53919,670,47267,12,Home Loan,14.374361303988826,1,1
66,Male,Single,Other,93155,402,18386,22,Personal Loan,3.8316540722249846,1,0
57,Female,Single,White,91569,424,11221,4,Car Loan,8.476961276549092,1,0
49,Female,Married,Hispanic,61328,612,28474,18,Car Loan,10.316268734994816,0,1
51,Male,Married,Asian,90482,757,45537,16,Education Loan,6.070470489746553,0,0
45,Male,Married,Hispanic,44618,529,26045,8,Education Loan,7.884921352547763,1,0
48,Male,Single,Other,54675,496,30783,4,Education Loan,11.132178493412379,1,0
25,Female,Married,Other,38919,722,45157,25,Home Loan,5.720810722780337,1,0
56,Male,Married,Other,24173,470,9922,23,Personal Loan,10.223776235693428,0,0
43,Male,Single,Hispanic,46400,681,27706,12,Education Loan,11.369373937971673,0,0
51,Female,Married,Other,70445,472,47771,2,Education Loan,4.085955733150401,0,0
20,Male,Single,White,90305,752,37479,4,Education Loan,8.970351792329433,1,0
67,Male,Married,Other,57564,649,10178,5,Personal Loan,6.15696035909029,1,0
29,Male,Single,Black,65814,793,35022,3,Personal Loan,11.692636271976536,0,1
18,Female,Married,Hispanic,99747,303,20240,9,Education Loan,5.274666102443286,0,0
61,Female,Married,Black,108791,392,31220,29,Education Loan,13.706854986457277,1,0
22,Female,Single,Other,47962,305,41736,21,Car Loan,8.171296038219923,1,0
47,Female,Single,White,104892,587,7716,18,Education Loan,5.376036363690642,0,0
47,Female,Married,Asian,105842,445,21574,11,Home Loan,8.256261556203953,1,1
34,Female,Single,Other,90533,723,22719,3,Home Loan,7.904925153702335,1,0
65,Female,Single,White,76184,756,13181,25,Education Loan,8.147027513924524,1,0
64,Male,Single,Hispanic,102912,501,49066,23,Personal Loan,10.026735521969362,1,0
40,Male,Single,Black,30578,511,25213,2,Car Loan,9.254084698962451,0,0
32,Female,Married,Black,38624,305,11380,9,Personal Loan,4.797325580170832,0,0
54,Male,Married,Black,59194,675,5615,14,Education Loan,3.786948871759636,1,0
38,Male,Single,Hispanic,20389,746,5463,4,Home Loan,11.752985384718485,0,1
31,Female,Single,White,119303,405,36973,29,Car Loan,9.716609231139762,1,0
19,Male,Single,Hispanic,87391,700,14158,9,Personal Loan,7.308009216951165,1,1
28,Male,Single,Black,33794,395,25651,13,Personal Loan,12.700293869976885,1,0
68,Male,Married,Other,78002,687,8158,18,Education Loan,7.656701691131484,0,0
56,Male,Married,Asian,55531,751,25008,15,Car Loan,12.55158107520729,0,1
55,Male,Single,Hispanic,72815,715,9938,28,Home Loan,6.669073530148497,1,1
51,Female,Single,Hispanic,24986,803,43185,10,Education Loan,3.874143570542397,0,0
55,Female,Single,White,52298,753,27388,16,Car Loan,14.191676325599149,1,0
67,Female,Married,White,21481,590,13881,12,Personal Loan,7.734613551376478,1,0
51,Male,Single,Hispanic,76408,833,10603,20,Education Loan,12.512310874192535,0,0
35,Female,Married,Black,89267,492,39980,5,Personal Loan,6.349729598667654,1,0
47,Male,Single,Asian,36835,449,27504,2,Personal Loan,10.756381345483872,0,0
32,Male,Married,White,47798,814,21766,10,Education Loan,13.479730479092739,0,0
44,Male,Single,Black,111649,692,33386,1,Education Loan,3.499728268079764,1,0
68,Male,Married,Other,84887,615,16695,7,Education Loan,12.967629176233071,1,0
51,Female,Single,White,39477,375,22796,26,Education Loan,9.855996059663143,1,0
69,Female,Single,Black,37266,569,47543,17,Education Loan,10.28966104690283,1,0
55,Male,Single,Black,106328,524,19559,16,Personal Loan,9.277896009671792,1,0
50,Female,Married,Asian,105988,829,43914,27,Home Loan,13.493701239403709,0,0
41,Male,Single,Asian,63526,412,38139,27,Home Loan,3.5212002868276495,0,0
32,Female,Married,Other,31889,550,43333,24,Education Loan,6.132340698430177,1,1
47,Female,Married,Black,44335,532,13802,3,Personal Loan,13.509150466309864,0,1
59,Male,Single,Black,31254,382,13307,14,Home Loan,12.028148430383471,1,1
68,Female,Single,Asian,106610,424,45205,10,Home Loan,3.21174192214327,1,0
34,Male,Single,White,31442,474,38214,22,Home Loan,9.204075398516505,1,0
22,Female,Married,White,66289,368,39159,7,Personal Loan,9.354872168552099,0,0
46,Male,Single,Hispanic,73747,346,16516,26,Education Loan,7.8105856215349245,0,0
21,Male,Married,Asian,57327,555,34086,17,Education Loan,6.568719984743876,0,0
27,Female,Married,Hispanic,36199,329,35480,6,Education Loan,11.180698204948104,1,0
34,Female,Single,Asian,92827,580,49659,23,Car Loan,5.493485576457045,1,0
27,Male,Single,Other,20112,536,43737,22,Car Loan,12.587382744860474,1,0
34,Female,Single,Black,107051,547,14265,4,Car Loan,12.63644592920966,1,0
37,Female,Single,Other,39581,667,10454,17,Personal Loan,7.983137250873846,0,0
41,Male,Single,Asian,79722,794,40918,27,Home Loan,6.402576130915772,1,0
22,Male,Single,Black,112036,324,31181,9,Home Loan,6.4065381790885585,1,0
51,Female,Married,White,117562,789,20386,4,Personal Loan,8.78749588795452,0,0
23,Male,Married,White,36523,793,44182,7,Personal Loan,11.634950696992306,0,0
19,Male,Married,Hispanic,86960,613,42425,23,Education Loan,7.306424291926305,1,0
30,Male,Single,Asian,39552,674,48254,2,Education Loan,10.320520145493019,1,1
60,Female,Married,Asian,30808,324,29327,17,Car Loan,7.589813526991132,0,0
60,Female,Married,White,92525,633,26181,24,Car Loan,6.6542782698166,1,0
65,Male,Married,Other,43620,654,26452,8,Personal Loan,3.29831419098953,0,0
28,Female,Married,Black,20887,415,43248,23,Car Loan,3.0469692688246877,0,0
68,Male,Married,Other,51802,347,45801,15,Home Loan,5.7264921339840535,1,0
64,Female,Single,Other,105024,398,38751,15,Personal Loan,7.876875441611945,1,0
40,Male,Single,White,115549,758,26991,8,Personal Loan,13.215134008344723,1,0
33,Male,Married,White,101938,822,46311,16,Home Loan,12.581810915165105,0,1
48,Female,Married,White,106741,704,14916,19,Education Loan,6.205983151055879,0,0
28,Male,Married,Hispanic,46049,513,15143,11,Education Loan,5.934485315811592,0,0
33,Female,Single,Other,97789,802,30855,2,Home Loan,5.727864852840329,0,0
25,Female,Single,Asian,104526,747,20581,23,Home Loan,7.070848086346404,0,0
21,Male,Married,Black,27846,557,6907,24,Car Loan,8.978384634740225,0,0
57,Male,Single,Hispanic,110563,420,34424,17,Personal Loan,8.264013264378907,0,0
21,Female,Single,Asian,66220,353,28308,28,Car Loan,5.619278385377925,0,0
42,Male,Married,Other,66163,630,46984,26,Home Loan,4.565416919323416,1,0
20,Male,Single,White,23765,540,46505,16,Car Loan,3.1509337498343446,0,0
49,Male,Single,Other,101486,829,41942,25,Home Loan,4.847558863998046,0,0
20,Male,Married,Black,65270,782,31957,15,Car Loan,11.46427644232942,1,0
44,Male,Single,Hispanic,95277,486,30464,13,Car Loan,5.923662832146995,0,0
46,Female,Single,Hispanic,108278,561,28649,15,Education Loan,8.623221721458117,1,1
49,Female,Married,Black,110239,663,47065,27,Home Loan,10.095613787078936,0,0
67,Male,Single,Asian,42931,790,32125,4,Car Loan,13.642090833979285,0,0
68,Male,Single,Asian,109116,730,39758,16,Personal Loan,13.666261180721033,0,0
36,Male,Married,Hispanic,75633,538,10596,12,Car Loan,11.948804804176309,0,0
38,Female,Married,Hispanic,100702,603,21374,4,Car Loan,3.421883904582017,1,1
22,Male,Married,White,71913,597,8775,3,Personal Loan,9.900845029024978,1,0
35,Female,Single,Asian,114776,375,32388,22,Home Loan,12.439001649978078,0,0
45,Female,Married,Black,45991,632,26029,17,Education Loan,3.2074565371603585,0,0
59,Female,Single,Asian,74845,773,23445,22,Education Loan,9.59621536387894,1,0
39,Male,Married,White,118505,582,19645,18,Education Loan,13.293169749432353,0,0
38,Female,Single,Hispanic,75312,371,36105,25,Personal Loan,8.689224910107203,1,0
23,Male,Married,Hispanic,30561,562,18668,18,Car Loan,3.0492744347693814,0,0
18,Female,Married,White,36901,311,20960,23,Home Loan,3.1321603000272895,1,0
22,Male,Married,Black,115556,440,16357,28,Car Loan,7.999632448965007,0,0
58,Female,Married,Hispanic,82875,316,42203,17,Education Loan,4.860104009001055,0,1
29,Male,Single,Other,45917,362,20804,12,Car Loan,10.973407885119116,1,0
43,Female,Married,Hispanic,82120,552,19626,23,Personal Loan,11.505591178873848,1,0
63,Male,Married,Other,21988,764,33132,21,Personal Loan,5.134557545527543,1,0
51,Male,Single,White,34256,675,12951,24,Home Loan,13.662399462293818,1,0
66,Male,Married,White,107728,819,11449,4,Home Loan,8.30289413974711,1,0
31,Male,Single,Hispanic,48230,389,24065,12,Education Loan,4.714150891103085,0,0
43,Female,Married,Asian,79778,474,40967,26,Home Loan,12.171019176832745,1,0
62,Female,Married,Other,65833,375,44536,23,Car Loan,12.479694000201274,0,0
44,Male,Married,Black,42625,699,14130,22,Personal Loan,10.67154567198549,1,0
26,Female,Single,Hispanic,52088,370,28824,21,Personal Loan,13.241586638430638,1,0
43,Male,Married,Black,99650,479,46401,20,Personal Loan,11.848475664368056,0,0
64,Male,Married,Hispanic,61167,423,41993,15,Home Loan,13.586468846723887,0,0
39,Female,Married,Asian,91291,680,36875,23,Personal Loan,8.206656581825754,0,0
64,Male,Single,Asian,85303,592,11054,28,Personal Loan,11.97116553719331,0,0
47,Male,Single,Asian,96361,494,39273,16,Personal Loan,14.997018761148531,1,1
60,Female,Married,Asian,108229,527,46821,5,Education Loan,11.699174370235431,0,0
65,Male,Single,White,24117,730,15832,21,Education Loan,4.370205362845586,0,0
34,Male,Married,White,110265,735,34670,15,Home Loan,9.219824669150196,1,0
43,Male,Married,Other,117718,760,27852,17,Personal Loan,10.048173494916336,1,0
53,Male,Married,Black,80710,320,28620,18,Home Loan,5.090528100856692,1,0
18,Female,Married,Hispanic,114426,363,33307,5,Personal Loan,14.554699610136451,1,0
25,Female,Married,Hispanic,114876,464,6551,13,Personal Loan,5.106957331615396,1,0
66,Female,Married,White,87054,326,32812,19,Personal Loan,5.130695036558674,1,0
52,Male,Married,Hispanic,50949,610,18799,13,Home Loan,13.98200565569466,1,0
69,Male,Single,White,42547,584,31312,18,Home Loan,8.582465197460053,1,0
32,Female,Single,Other,101882,580,44620,14,Personal Loan,3.7582593512941944,0,0
64,Male,Single,Black,88136,463,6449,4,Car Loan,10.178249999262343,0,0
39,Male,Single,Other,84619,523,29426,4,Home Loan,10.221916183596575,1,0
31,Male,Single,Asian,81842,445,40427,20,Education Loan,3.7740091042387416,1,0
43,Male,Single,Asian,114803,329,45277,20,Home Loan,14.670269947603945,1,0
45,Female,Single,Asian,46990,344,36551,19,Personal Loan,9.528359583534908,1,0
40,Female,Married,Other,36193,770,29277,13,Car Loan,9.717548666157171,1,0
31,Female,Married,Hispanic,50109,333,40489,12,Personal Loan,9.241384974028733,1,0
41,Male,Married,Black,39233,726,14637,7,Education Loan,10.32878135573544,1,0
19,Female,Married,Asian,101730,520,48258,25,Home Loan,6.171597033285059,1,0
62,Female,Single,Asian,54510,833,40693,12,Home Loan,6.44689617569809,0,1
43,Male,Single,Asian,21306,666,14824,21,Personal Loan,9.136069077553593,0,0
31,Male,Married,Black,23849,849,31950,4,Personal Loan,12.680230257162954,1,0
68,Female,Married,Asian,32360,415,28488,27,Education Loan,3.5983749179301463,0,0
24,Female,Single,Black,114767,538,44008,2,Car Loan,10.240850546642951,1,0
20,Female,Married,Asian,65800,634,5215,2,Education Loan,12.681337710075768,0,0
64,Female,Married,Other,56963,740,45067,5,Car Loan,4.883007264446726,1,0
40,Male,Married,Other,74330,447,16523,23,Home Loan,3.1802705037667955,1,0
63,Female,Married,Black,71707,308,15364,10,Car Loan,6.752559541697497,1,0
60,Female,Single,Other,38689,587,8153,10,Car Loan,10.057724480755178,0,0
64,Male,Married,Black,49084,687,28834,9,Home Loan,4.659398080856972,1,0
62,Female,Married,Other,60387,349,39474,13,Home Loan,8.113468451669826,1,0
35,Male,Single,Other,94816,816,48066,7,Home Loan,9.627857968491336,0,0
55,Male,Single,Black,22642,577,39335,5,Education Loan,10.186597137087805,1,0

